gpa,gpa_fct,lieexam,liepaper,fraud,copyexam
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
2,bminus,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
3,b,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
4,bplus,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
5,a,FALSE,FALSE,FALSE,FALSE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
1,c,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,FALSE,TRUE
3,b,FALSE,FALSE,FALSE,TRUE
3,b,FALSE,FALSE,FALSE,TRUE
3,b,FALSE,FALSE,FALSE,TRUE
3,b,FALSE,FALSE,FALSE,TRUE
3,b,FALSE,FALSE,FALSE,TRUE
3,b,FALSE,FALSE,FALSE,TRUE
4,bplus,FALSE,FALSE,FALSE,TRUE
4,bplus,FALSE,FALSE,FALSE,TRUE
5,a,FALSE,FALSE,FALSE,TRUE
2,bminus,FALSE,FALSE,TRUE,FALSE
2,bminus,FALSE,FALSE,TRUE,FALSE
2,bminus,FALSE,FALSE,TRUE,FALSE
2,bminus,FALSE,FALSE,TRUE,FALSE
2,bminus,FALSE,FALSE,TRUE,FALSE
3,b,FALSE,FALSE,TRUE,FALSE
5,a,FALSE,FALSE,TRUE,FALSE
1,c,FALSE,FALSE,TRUE,TRUE
1,c,FALSE,FALSE,TRUE,TRUE
1,c,FALSE,FALSE,TRUE,TRUE
1,c,FALSE,FALSE,TRUE,TRUE
5,a,FALSE,FALSE,TRUE,TRUE
1,c,FALSE,TRUE,FALSE,FALSE
1,c,FALSE,TRUE,FALSE,FALSE
1,c,FALSE,TRUE,FALSE,FALSE
1,c,FALSE,TRUE,FALSE,FALSE
2,bminus,FALSE,TRUE,FALSE,FALSE
2,bminus,FALSE,TRUE,FALSE,FALSE
2,bminus,FALSE,TRUE,FALSE,FALSE
2,bminus,FALSE,TRUE,FALSE,FALSE
3,b,FALSE,TRUE,FALSE,FALSE
3,b,FALSE,TRUE,FALSE,FALSE
3,b,FALSE,TRUE,FALSE,FALSE
3,b,FALSE,TRUE,FALSE,FALSE
5,a,FALSE,TRUE,FALSE,FALSE
1,c,FALSE,TRUE,FALSE,TRUE
1,c,FALSE,TRUE,FALSE,TRUE
1,c,FALSE,TRUE,FALSE,TRUE
4,bplus,FALSE,TRUE,FALSE,TRUE
1,c,FALSE,TRUE,TRUE,FALSE
2,bminus,FALSE,TRUE,TRUE,TRUE
4,bplus,FALSE,TRUE,TRUE,TRUE
1,c,TRUE,FALSE,FALSE,FALSE
1,c,TRUE,FALSE,FALSE,FALSE
1,c,TRUE,FALSE,FALSE,FALSE
1,c,TRUE,FALSE,FALSE,FALSE
1,c,TRUE,FALSE,FALSE,FALSE
2,bminus,TRUE,FALSE,FALSE,FALSE
2,bminus,TRUE,FALSE,FALSE,FALSE
2,bminus,TRUE,FALSE,FALSE,FALSE
2,bminus,TRUE,FALSE,FALSE,FALSE
5,a,TRUE,FALSE,FALSE,FALSE
1,c,TRUE,FALSE,FALSE,TRUE
1,c,TRUE,FALSE,FALSE,TRUE
2,bminus,TRUE,FALSE,FALSE,TRUE
1,c,TRUE,FALSE,TRUE,FALSE
2,bminus,TRUE,FALSE,TRUE,TRUE
3,b,TRUE,FALSE,TRUE,TRUE
1,c,TRUE,TRUE,FALSE,FALSE
1,c,TRUE,TRUE,FALSE,FALSE
1,c,TRUE,TRUE,FALSE,FALSE
1,c,TRUE,TRUE,FALSE,FALSE
2,bminus,TRUE,TRUE,FALSE,FALSE
2,bminus,TRUE,TRUE,FALSE,FALSE
2,bminus,TRUE,TRUE,FALSE,FALSE
2,bminus,TRUE,TRUE,FALSE,FALSE
2,bminus,TRUE,TRUE,FALSE,FALSE
2,bminus,TRUE,TRUE,FALSE,FALSE
3,b,TRUE,TRUE,FALSE,FALSE
1,c,TRUE,TRUE,FALSE,TRUE
1,c,TRUE,TRUE,FALSE,TRUE
1,c,TRUE,TRUE,FALSE,TRUE
1,c,TRUE,TRUE,FALSE,TRUE
1,c,TRUE,TRUE,TRUE,FALSE
1,c,TRUE,TRUE,TRUE,TRUE
2,bminus,TRUE,TRUE,TRUE,TRUE
